policy,slot_index,scale,carbon_intensity,day_ahead_price,real_time_price
price_only_,1,2,96.0,9.36,5.970833333333334
price_only_,2,2,98.0,9.06,7.86
price_only_,3,2,100.0,10.08,14.696666666666665
price_only_,4,2,98.0,14.33,34.67416666666667
price_only_,5,2,98.0,19.15,26.945000000000004
price_only_,6,0,96.0,35.55,36.14
price_only_,7,0,93.0,35.33,32.5175
price_only_,8,1,86.0,30.29,33.76916666666666
price_only_,9,0,79.0,30.48,14.690833333333332
price_only_,10,0,67.0,31.4,11.320833333333333
price_only_,11,0,62.0,33.38,13.204166666666666
price_only_,12,0,60.0,34.47,2.6
price_only_,13,0,63.0,37.07,13.165
price_only_,14,0,62.0,36.14,17.45
price_only_,15,0,70.0,36.43,31.770833333333332
price_only_,16,0,75.0,46.88,55.70666666666667
price_only_,17,0,73.0,54.49,60.38666666666666
price_only_,18,0,75.0,74.91,244.5533333333333
price_only_,19,0,81.0,99.9,97.6475
price_only_,20,0,85.0,63.3,122.53583333333334
price_only_,21,0,85.0,43.0,28.940833333333334
price_only_,22,0,91.0,33.65,26.91
price_only_,23,0,95.0,34.59,21.63083333333333
price_only_,24,2,92.0,10.14,12.723333333333334
price_only_,25,2,92.0,9.36,5.970833333333334
price_only_,26,2,96.0,9.06,7.86
price_only_,27,2,98.0,10.08,14.696666666666665
price_only_,28,2,100.0,14.33,34.67416666666667
price_only_,29,2,98.0,19.15,26.945000000000004
price_only_,30,0,98.0,35.55,36.14
price_only_,31,0,96.0,35.33,32.5175
price_only_,32,1,93.0,30.29,33.76916666666666
price_only_,33,0,86.0,30.48,14.690833333333332
price_only_,34,0,79.0,31.4,11.320833333333333
price_only_,35,0,67.0,33.38,13.204166666666666
price_only_,36,0,62.0,34.47,2.6
price_only_,37,0,60.0,37.07,13.165
price_only_,38,0,63.0,36.14,17.45
price_only_,39,0,62.0,36.43,31.770833333333332
price_only_,40,0,70.0,46.88,55.70666666666667
price_only_,41,0,75.0,54.49,60.38666666666666
price_only_,42,0,73.0,74.91,244.5533333333333
price_only_,43,0,75.0,99.9,97.6475
price_only_,44,0,81.0,63.3,122.53583333333334
price_only_,45,0,85.0,43.0,28.940833333333334
price_only_,46,0,85.0,33.65,26.91
price_only_,47,0,91.0,34.59,21.63083333333333
optionA_tie_0.01,0,0,92.0,10.14,12.723333333333334
optionA_tie_0.01,1,0,96.0,9.36,5.970833333333334
optionA_tie_0.01,2,0,98.0,9.06,7.86
optionA_tie_0.01,3,0,100.0,10.08,14.696666666666665
optionA_tie_0.01,4,0,98.0,14.33,34.67416666666667
optionA_tie_0.01,5,0,98.0,19.15,26.945000000000004
optionA_tie_0.01,6,0,96.0,35.55,36.14
optionA_tie_0.01,7,0,93.0,35.33,32.5175
optionA_tie_0.01,8,0,86.0,30.29,33.76916666666666
optionA_tie_0.01,9,0,79.0,30.48,14.690833333333332
optionA_tie_0.01,10,2,67.0,31.4,11.320833333333333
optionA_tie_0.01,11,2,62.0,33.38,13.204166666666666
optionA_tie_0.01,12,2,60.0,34.47,2.6
optionA_tie_0.01,13,2,63.0,37.07,13.165
optionA_tie_0.01,14,2,62.0,36.14,17.45
optionA_tie_0.01,15,1,70.0,36.43,31.770833333333332
optionA_tie_0.01,16,1,75.0,46.88,55.70666666666667
optionA_tie_0.01,17,1,73.0,54.49,60.38666666666666
optionA_tie_0.01,18,0,75.0,74.91,244.5533333333333
optionA_tie_0.01,19,0,81.0,99.9,97.6475
optionA_tie_0.01,20,0,85.0,63.3,122.53583333333334
optionA_tie_0.01,21,0,85.0,43.0,28.940833333333334
optionA_tie_0.01,22,0,91.0,33.65,26.91
optionA_tie_0.01,23,0,95.0,34.59,21.63083333333333
optionA_tie_0.01,24,0,92.0,10.14,12.723333333333334
optionA_tie_0.01,25,0,92.0,9.36,5.970833333333334
optionA_tie_0.01,26,0,96.0,9.06,7.86
optionA_tie_0.01,27,0,98.0,10.08,14.696666666666665
optionA_tie_0.01,28,0,100.0,14.33,34.67416666666667
optionA_tie_0.01,29,0,98.0,19.15,26.945000000000004
optionA_tie_0.01,30,0,98.0,35.55,36.14
optionA_tie_0.01,31,0,96.0,35.33,32.5175
optionA_tie_0.01,32,0,93.0,30.29,33.76916666666666
optionA_tie_0.01,33,0,86.0,30.48,14.690833333333332
optionA_tie_0.01,34,0,79.0,31.4,11.320833333333333
optionA_tie_0.01,35,2,67.0,33.38,13.204166666666666
optionA_tie_0.01,36,2,62.0,34.47,2.6
optionA_tie_0.01,37,2,60.0,37.07,13.165
optionA_tie_0.01,38,2,63.0,36.14,17.45
optionA_tie_0.01,39,2,62.0,36.43,31.770833333333332
optionA_tie_0.01,40,1,70.0,46.88,55.70666666666667
optionA_tie_0.01,41,1,75.0,54.49,60.38666666666666
optionA_tie_0.01,42,1,73.0,74.91,244.5533333333333
optionA_tie_0.01,43,0,75.0,99.9,97.6475
optionA_tie_0.01,44,0,81.0,63.3,122.53583333333334
optionA_tie_0.01,45,0,85.0,43.0,28.940833333333334
optionA_tie_0.01,46,0,85.0,33.65,26.91
optionA_tie_0.01,47,0,91.0,34.59,21.63083333333333
optionA_tie_0.03,0,0,92.0,10.14,12.723333333333334
optionA_tie_0.03,1,0,96.0,9.36,5.970833333333334
optionA_tie_0.03,2,0,98.0,9.06,7.86
optionA_tie_0.03,3,0,100.0,10.08,14.696666666666665
optionA_tie_0.03,4,0,98.0,14.33,34.67416666666667
optionA_tie_0.03,5,0,98.0,19.15,26.945000000000004
optionA_tie_0.03,6,0,96.0,35.55,36.14
optionA_tie_0.03,7,0,93.0,35.33,32.5175
optionA_tie_0.03,8,0,86.0,30.29,33.76916666666666
optionA_tie_0.03,9,0,79.0,30.48,14.690833333333332
optionA_tie_0.03,10,2,67.0,31.4,11.320833333333333
optionA_tie_0.03,11,2,62.0,33.38,13.204166666666666
optionA_tie_0.03,12,2,60.0,34.47,2.6
optionA_tie_0.03,13,2,63.0,37.07,13.165
optionA_tie_0.03,14,2,62.0,36.14,17.45
optionA_tie_0.03,15,1,70.0,36.43,31.770833333333332
optionA_tie_0.03,16,1,75.0,46.88,55.70666666666667
optionA_tie_0.03,17,1,73.0,54.49,60.38666666666666
optionA_tie_0.03,18,0,75.0,74.91,244.5533333333333
optionA_tie_0.03,19,0,81.0,99.9,97.6475
optionA_tie_0.03,20,0,85.0,63.3,122.53583333333334
optionA_tie_0.03,21,0,85.0,43.0,28.940833333333334
optionA_tie_0.03,22,0,91.0,33.65,26.91
optionA_tie_0.03,23,0,95.0,34.59,21.63083333333333
optionA_tie_0.03,24,0,92.0,10.14,12.723333333333334
optionA_tie_0.03,25,0,92.0,9.36,5.970833333333334
optionA_tie_0.03,26,0,96.0,9.06,7.86
optionA_tie_0.03,27,0,98.0,10.08,14.696666666666665
optionA_tie_0.03,28,0,100.0,14.33,34.67416666666667
optionA_tie_0.03,29,0,98.0,19.15,26.945000000000004
optionA_tie_0.03,30,0,98.0,35.55,36.14
optionA_tie_0.03,31,0,96.0,35.33,32.5175
optionA_tie_0.03,32,0,93.0,30.29,33.76916666666666
optionA_tie_0.03,33,0,86.0,30.48,14.690833333333332
optionA_tie_0.03,34,0,79.0,31.4,11.320833333333333
optionA_tie_0.03,35,2,67.0,33.38,13.204166666666666
optionA_tie_0.03,36,2,62.0,34.47,2.6
optionA_tie_0.03,37,2,60.0,37.07,13.165
optionA_tie_0.03,38,2,63.0,36.14,17.45
optionA_tie_0.03,39,2,62.0,36.43,31.770833333333332
optionA_tie_0.03,40,1,70.0,46.88,55.70666666666667
optionA_tie_0.03,41,1,75.0,54.49,60.38666666666666
optionA_tie_0.03,42,1,73.0,74.91,244.5533333333333
optionA_tie_0.03,43,0,75.0,99.9,97.6475
optionA_tie_0.03,44,0,81.0,63.3,122.53583333333334
optionA_tie_0.03,45,0,85.0,43.0,28.940833333333334
optionA_tie_0.03,46,0,85.0,33.65,26.91
optionA_tie_0.03,47,0,91.0,34.59,21.63083333333333
optionA_tie_0.05,0,0,92.0,10.14,12.723333333333334
optionA_tie_0.05,1,0,96.0,9.36,5.970833333333334
optionA_tie_0.05,2,0,98.0,9.06,7.86
optionA_tie_0.05,3,0,100.0,10.08,14.696666666666665
optionA_tie_0.05,4,0,98.0,14.33,34.67416666666667
optionA_tie_0.05,5,0,98.0,19.15,26.945000000000004
optionA_tie_0.05,6,0,96.0,35.55,36.14
optionA_tie_0.05,7,0,93.0,35.33,32.5175
optionA_tie_0.05,8,0,86.0,30.29,33.76916666666666
optionA_tie_0.05,9,0,79.0,30.48,14.690833333333332
optionA_tie_0.05,10,2,67.0,31.4,11.320833333333333
optionA_tie_0.05,11,2,62.0,33.38,13.204166666666666
optionA_tie_0.05,12,2,60.0,34.47,2.6
optionA_tie_0.05,13,2,63.0,37.07,13.165
optionA_tie_0.05,14,2,62.0,36.14,17.45
optionA_tie_0.05,15,1,70.0,36.43,31.770833333333332
optionA_tie_0.05,16,1,75.0,46.88,55.70666666666667
optionA_tie_0.05,17,1,73.0,54.49,60.38666666666666
optionA_tie_0.05,18,0,75.0,74.91,244.5533333333333
optionA_tie_0.05,19,0,81.0,99.9,97.6475
optionA_tie_0.05,20,0,85.0,63.3,122.53583333333334
optionA_tie_0.05,21,0,85.0,43.0,28.940833333333334
optionA_tie_0.05,22,0,91.0,33.65,26.91
optionA_tie_0.05,23,0,95.0,34.59,21.63083333333333
optionA_tie_0.05,24,0,92.0,10.14,12.723333333333334
optionA_tie_0.05,25,0,92.0,9.36,5.970833333333334
optionA_tie_0.05,26,0,96.0,9.06,7.86
optionA_tie_0.05,27,0,98.0,10.08,14.696666666666665
optionA_tie_0.05,28,0,100.0,14.33,34.67416666666667
optionA_tie_0.05,29,0,98.0,19.15,26.945000000000004
optionA_tie_0.05,30,0,98.0,35.55,36.14
optionA_tie_0.05,31,0,96.0,35.33,32.5175
optionA_tie_0.05,32,0,93.0,30.29,33.76916666666666
optionA_tie_0.05,33,0,86.0,30.48,14.690833333333332
optionA_tie_0.05,34,0,79.0,31.4,11.320833333333333
optionA_tie_0.05,35,2,67.0,33.38,13.204166666666666
optionA_tie_0.05,36,2,62.0,34.47,2.6
optionA_tie_0.05,37,2,60.0,37.07,13.165
optionA_tie_0.05,38,2,63.0,36.14,17.45
optionA_tie_0.05,39,2,62.0,36.43,31.770833333333332
optionA_tie_0.05,40,1,70.0,46.88,55.70666666666667
optionA_tie_0.05,41,1,75.0,54.49,60.38666666666666
optionA_tie_0.05,42,1,73.0,74.91,244.5533333333333
optionA_tie_0.05,43,0,75.0,99.9,97.6475
optionA_tie_0.05,44,0,81.0,63.3,122.53583333333334
optionA_tie_0.05,45,0,85.0,43.0,28.940833333333334
optionA_tie_0.05,46,0,85.0,33.65,26.91
optionA_tie_0.05,47,0,91.0,34.59,21.63083333333333
optionA_tie_0.10,0,0,92.0,10.14,12.723333333333334
optionA_tie_0.10,1,0,96.0,9.36,5.970833333333334
optionA_tie_0.10,2,0,98.0,9.06,7.86
optionA_tie_0.10,3,0,100.0,10.08,14.696666666666665
optionA_tie_0.10,4,0,98.0,14.33,34.67416666666667
optionA_tie_0.10,5,0,98.0,19.15,26.945000000000004
optionA_tie_0.10,6,0,96.0,35.55,36.14
optionA_tie_0.10,7,0,93.0,35.33,32.5175
optionA_tie_0.10,8,0,86.0,30.29,33.76916666666666
optionA_tie_0.10,9,1,79.0,30.48,14.690833333333332
optionA_tie_0.10,10,2,67.0,31.4,11.320833333333333
optionA_tie_0.10,11,2,62.0,33.38,13.204166666666666
optionA_tie_0.10,12,2,60.0,34.47,2.6
optionA_tie_0.10,13,2,63.0,37.07,13.165
optionA_tie_0.10,14,2,62.0,36.14,17.45
optionA_tie_0.10,15,2,70.0,36.43,31.770833333333332
optionA_tie_0.10,16,1,75.0,46.88,55.70666666666667
optionA_tie_0.10,17,0,73.0,54.49,60.38666666666666
optionA_tie_0.10,18,0,75.0,74.91,244.5533333333333
optionA_tie_0.10,19,0,81.0,99.9,97.6475
optionA_tie_0.10,20,0,85.0,63.3,122.53583333333334
optionA_tie_0.10,21,0,85.0,43.0,28.940833333333334
optionA_tie_0.10,22,0,91.0,33.65,26.91
optionA_tie_0.10,23,0,95.0,34.59,21.63083333333333
optionA_tie_0.10,24,0,92.0,10.14,12.723333333333334
optionA_tie_0.10,25,0,92.0,9.36,5.970833333333334
optionA_tie_0.10,26,0,96.0,9.06,7.86
optionA_tie_0.10,27,0,98.0,10.08,14.696666666666665
optionA_tie_0.10,28,0,100.0,14.33,34.67416666666667
optionA_tie_0.10,29,0,98.0,19.15,26.945000000000004
optionA_tie_0.10,30,0,98.0,35.55,36.14
optionA_tie_0.10,31,0,96.0,35.33,32.5175
optionA_tie_0.10,32,0,93.0,30.29,33.76916666666666
optionA_tie_0.10,33,0,86.0,30.48,14.690833333333332
optionA_tie_0.10,34,1,79.0,31.4,11.320833333333333
optionA_tie_0.10,35,2,67.0,33.38,13.204166666666666
optionA_tie_0.10,36,2,62.0,34.47,2.6
optionA_tie_0.10,37,2,60.0,37.07,13.165
optionA_tie_0.10,38,2,63.0,36.14,17.45
optionA_tie_0.10,39,2,62.0,36.43,31.770833333333332
optionA_tie_0.10,40,1,70.0,46.88,55.70666666666667
optionA_tie_0.10,41,0,75.0,54.49,60.38666666666666
optionA_tie_0.10,42,0,73.0,74.91,244.5533333333333
optionA_tie_0.10,43,0,75.0,99.9,97.6475
optionA_tie_0.10,44,0,81.0,63.3,122.53583333333334
optionA_tie_0.10,45,0,85.0,43.0,28.940833333333334
optionA_tie_0.10,46,0,85.0,33.65,26.91
optionA_tie_0.10,47,0,91.0,34.59,21.63083333333333
optionA_tie_0.20,0,0,92.0,10.14,12.723333333333334
optionA_tie_0.20,1,0,96.0,9.36,5.970833333333334
optionA_tie_0.20,2,0,98.0,9.06,7.86
optionA_tie_0.20,3,0,100.0,10.08,14.696666666666665
optionA_tie_0.20,4,0,98.0,14.33,34.67416666666667
optionA_tie_0.20,5,0,98.0,19.15,26.945000000000004
optionA_tie_0.20,6,0,96.0,35.55,36.14
optionA_tie_0.20,7,0,93.0,35.33,32.5175
optionA_tie_0.20,8,1,86.0,30.29,33.76916666666666
optionA_tie_0.20,9,1,79.0,30.48,14.690833333333332
optionA_tie_0.20,10,2,67.0,31.4,11.320833333333333
optionA_tie_0.20,11,2,62.0,33.38,13.204166666666666
optionA_tie_0.20,12,2,60.0,34.47,2.6
optionA_tie_0.20,13,1,63.0,37.07,13.165
optionA_tie_0.20,14,2,62.0,36.14,17.45
optionA_tie_0.20,15,2,70.0,36.43,31.770833333333332
optionA_tie_0.20,16,0,75.0,46.88,55.70666666666667
optionA_tie_0.20,17,0,73.0,54.49,60.38666666666666
optionA_tie_0.20,18,0,75.0,74.91,244.5533333333333
optionA_tie_0.20,19,0,81.0,99.9,97.6475
optionA_tie_0.20,20,0,85.0,63.3,122.53583333333334
optionA_tie_0.20,21,0,85.0,43.0,28.940833333333334
optionA_tie_0.20,22,0,91.0,33.65,26.91
optionA_tie_0.20,23,0,95.0,34.59,21.63083333333333
optionA_tie_0.20,24,0,92.0,10.14,12.723333333333334
optionA_tie_0.20,25,0,92.0,9.36,5.970833333333334
optionA_tie_0.20,26,0,96.0,9.06,7.86
optionA_tie_0.20,27,0,98.0,10.08,14.696666666666665
optionA_tie_0.20,28,0,100.0,14.33,34.67416666666667
optionA_tie_0.20,29,0,98.0,19.15,26.945000000000004
optionA_tie_0.20,30,0,98.0,35.55,36.14
optionA_tie_0.20,31,0,96.0,35.33,32.5175
optionA_tie_0.20,32,0,93.0,30.29,33.76916666666666
optionA_tie_0.20,33,1,86.0,30.48,14.690833333333332
optionA_tie_0.20,34,1,79.0,31.4,11.320833333333333
optionA_tie_0.20,35,2,67.0,33.38,13.204166666666666
optionA_tie_0.20,36,2,62.0,34.47,2.6
optionA_tie_0.20,37,2,60.0,37.07,13.165
optionA_tie_0.20,38,2,63.0,36.14,17.45
optionA_tie_0.20,39,2,62.0,36.43,31.770833333333332
optionA_tie_0.20,40,0,70.0,46.88,55.70666666666667
optionA_tie_0.20,41,0,75.0,54.49,60.38666666666666
optionA_tie_0.20,42,0,73.0,74.91,244.5533333333333
optionA_tie_0.20,43,0,75.0,99.9,97.6475
optionA_tie_0.20,44,0,81.0,63.3,122.53583333333334
optionA_tie_0.20,45,0,85.0,43.0,28.940833333333334
optionA_tie_0.20,46,1,85.0,33.65,26.91
optionA_tie_0.20,47,0,91.0,34.59,21.63083333333333
optionB_budget0.80_beta0.01_gamma0.50,0,1,92.0,10.14,12.723333333333334
optionB_budget0.80_beta0.01_gamma0.50,1,0,96.0,9.36,5.970833333333334
optionB_budget0.80_beta0.01_gamma0.50,2,0,98.0,9.06,7.86
optionB_budget0.80_beta0.01_gamma0.50,3,0,100.0,10.08,14.696666666666665
optionB_budget0.80_beta0.01_gamma0.50,4,0,98.0,14.33,34.67416666666667
optionB_budget0.80_beta0.01_gamma0.50,5,0,98.0,19.15,26.945000000000004
optionB_budget0.80_beta0.01_gamma0.50,6,0,96.0,35.55,36.14
optionB_budget0.80_beta0.01_gamma0.50,7,0,93.0,35.33,32.5175
optionB_budget0.80_beta0.01_gamma0.50,8,0,86.0,30.29,33.76916666666666
optionB_budget0.80_beta0.01_gamma0.50,9,0,79.0,30.48,14.690833333333332
optionB_budget0.80_beta0.01_gamma0.50,10,1,67.0,31.4,11.320833333333333
optionB_budget0.80_beta0.01_gamma0.50,11,2,62.0,33.38,13.204166666666666
optionB_budget0.80_beta0.01_gamma0.50,12,2,60.0,34.47,2.6
optionB_budget0.80_beta0.01_gamma0.50,13,1,63.0,37.07,13.165
optionB_budget0.80_beta0.01_gamma0.50,14,2,62.0,36.14,17.45
optionB_budget0.80_beta0.01_gamma0.50,15,1,70.0,36.43,31.770833333333332
optionB_budget0.80_beta0.01_gamma0.50,16,1,75.0,46.88,55.70666666666667
optionB_budget0.80_beta0.01_gamma0.50,17,1,73.0,54.49,60.38666666666666
optionB_budget0.80_beta0.01_gamma0.50,18,0,75.0,74.91,244.5533333333333
optionB_budget0.80_beta0.01_gamma0.50,19,0,81.0,99.9,97.6475
optionB_budget0.80_beta0.01_gamma0.50,20,0,85.0,63.3,122.53583333333334
optionB_budget0.80_beta0.01_gamma0.50,21,0,85.0,43.0,28.940833333333334
optionB_budget0.80_beta0.01_gamma0.50,22,0,91.0,33.65,26.91
optionB_budget0.80_beta0.01_gamma0.50,23,0,95.0,34.59,21.63083333333333
optionB_budget0.80_beta0.01_gamma0.50,24,0,92.0,10.14,12.723333333333334
optionB_budget0.80_beta0.01_gamma0.50,25,1,92.0,9.36,5.970833333333334
optionB_budget0.80_beta0.01_gamma0.50,26,0,96.0,9.06,7.86
optionB_budget0.80_beta0.01_gamma0.50,27,0,98.0,10.08,14.696666666666665
optionB_budget0.80_beta0.01_gamma0.50,28,0,100.0,14.33,34.67416666666667
optionB_budget0.80_beta0.01_gamma0.50,29,0,98.0,19.15,26.945000000000004
optionB_budget0.80_beta0.01_gamma0.50,30,0,98.0,35.55,36.14
optionB_budget0.80_beta0.01_gamma0.50,31,0,96.0,35.33,32.5175
optionB_budget0.80_beta0.01_gamma0.50,32,0,93.0,30.29,33.76916666666666
optionB_budget0.80_beta0.01_gamma0.50,33,0,86.0,30.48,14.690833333333332
optionB_budget0.80_beta0.01_gamma0.50,34,0,79.0,31.4,11.320833333333333
optionB_budget0.80_beta0.01_gamma0.50,35,1,67.0,33.38,13.204166666666666
optionB_budget0.80_beta0.01_gamma0.50,36,2,62.0,34.47,2.6
optionB_budget0.80_beta0.01_gamma0.50,37,2,60.0,37.07,13.165
optionB_budget0.80_beta0.01_gamma0.50,38,1,63.0,36.14,17.45
optionB_budget0.80_beta0.01_gamma0.50,39,2,62.0,36.43,31.770833333333332
optionB_budget0.80_beta0.01_gamma0.50,40,1,70.0,46.88,55.70666666666667
optionB_budget0.80_beta0.01_gamma0.50,41,1,75.0,54.49,60.38666666666666
optionB_budget0.80_beta0.01_gamma0.50,42,0,73.0,74.91,244.5533333333333
optionB_budget0.80_beta0.01_gamma0.50,43,0,75.0,99.9,97.6475
optionB_budget0.80_beta0.01_gamma0.50,44,0,81.0,63.3,122.53583333333334
optionB_budget0.80_beta0.01_gamma0.50,45,0,85.0,43.0,28.940833333333334
optionB_budget0.80_beta0.01_gamma0.50,46,0,85.0,33.65,26.91
optionB_budget0.80_beta0.01_gamma0.50,47,0,91.0,34.59,21.63083333333333
optionB_budget0.85_beta0.01_gamma0.50,0,0,92.0,10.14,12.723333333333334
optionB_budget0.85_beta0.01_gamma0.50,1,0,96.0,9.36,5.970833333333334
optionB_budget0.85_beta0.01_gamma0.50,2,0,98.0,9.06,7.86
optionB_budget0.85_beta0.01_gamma0.50,3,0,100.0,10.08,14.696666666666665
optionB_budget0.85_beta0.01_gamma0.50,4,0,98.0,14.33,34.67416666666667
optionB_budget0.85_beta0.01_gamma0.50,5,0,98.0,19.15,26.945000000000004
optionB_budget0.85_beta0.01_gamma0.50,6,0,96.0,35.55,36.14
optionB_budget0.85_beta0.01_gamma0.50,7,0,93.0,35.33,32.5175
optionB_budget0.85_beta0.01_gamma0.50,8,0,86.0,30.29,33.76916666666666
optionB_budget0.85_beta0.01_gamma0.50,9,1,79.0,30.48,14.690833333333332
optionB_budget0.85_beta0.01_gamma0.50,10,1,67.0,31.4,11.320833333333333
optionB_budget0.85_beta0.01_gamma0.50,11,2,62.0,33.38,13.204166666666666
optionB_budget0.85_beta0.01_gamma0.50,12,2,60.0,34.47,2.6
optionB_budget0.85_beta0.01_gamma0.50,13,1,63.0,37.07,13.165
optionB_budget0.85_beta0.01_gamma0.50,14,2,62.0,36.14,17.45
optionB_budget0.85_beta0.01_gamma0.50,15,1,70.0,36.43,31.770833333333332
optionB_budget0.85_beta0.01_gamma0.50,16,1,75.0,46.88,55.70666666666667
optionB_budget0.85_beta0.01_gamma0.50,17,1,73.0,54.49,60.38666666666666
optionB_budget0.85_beta0.01_gamma0.50,18,0,75.0,74.91,244.5533333333333
optionB_budget0.85_beta0.01_gamma0.50,19,0,81.0,99.9,97.6475
optionB_budget0.85_beta0.01_gamma0.50,20,0,85.0,63.3,122.53583333333334
optionB_budget0.85_beta0.01_gamma0.50,21,0,85.0,43.0,28.940833333333334
optionB_budget0.85_beta0.01_gamma0.50,22,0,91.0,33.65,26.91
optionB_budget0.85_beta0.01_gamma0.50,23,0,95.0,34.59,21.63083333333333
optionB_budget0.85_beta0.01_gamma0.50,24,0,92.0,10.14,12.723333333333334
optionB_budget0.85_beta0.01_gamma0.50,25,1,92.0,9.36,5.970833333333334
optionB_budget0.85_beta0.01_gamma0.50,26,0,96.0,9.06,7.86
optionB_budget0.85_beta0.01_gamma0.50,27,0,98.0,10.08,14.696666666666665
optionB_budget0.85_beta0.01_gamma0.50,28,0,100.0,14.33,34.67416666666667
optionB_budget0.85_beta0.01_gamma0.50,29,0,98.0,19.15,26.945000000000004
optionB_budget0.85_beta0.01_gamma0.50,30,0,98.0,35.55,36.14
optionB_budget0.85_beta0.01_gamma0.50,31,0,96.0,35.33,32.5175
optionB_budget0.85_beta0.01_gamma0.50,32,0,93.0,30.29,33.76916666666666
optionB_budget0.85_beta0.01_gamma0.50,33,0,86.0,30.48,14.690833333333332
optionB_budget0.85_beta0.01_gamma0.50,34,1,79.0,31.4,11.320833333333333
optionB_budget0.85_beta0.01_gamma0.50,35,1,67.0,33.38,13.204166666666666
optionB_budget0.85_beta0.01_gamma0.50,36,2,62.0,34.47,2.6
optionB_budget0.85_beta0.01_gamma0.50,37,2,60.0,37.07,13.165
optionB_budget0.85_beta0.01_gamma0.50,38,1,63.0,36.14,17.45
optionB_budget0.85_beta0.01_gamma0.50,39,2,62.0,36.43,31.770833333333332
optionB_budget0.85_beta0.01_gamma0.50,40,1,70.0,46.88,55.70666666666667
optionB_budget0.85_beta0.01_gamma0.50,41,1,75.0,54.49,60.38666666666666
optionB_budget0.85_beta0.01_gamma0.50,42,0,73.0,74.91,244.5533333333333
optionB_budget0.85_beta0.01_gamma0.50,43,0,75.0,99.9,97.6475
optionB_budget0.85_beta0.01_gamma0.50,44,0,81.0,63.3,122.53583333333334
optionB_budget0.85_beta0.01_gamma0.50,45,0,85.0,43.0,28.940833333333334
optionB_budget0.85_beta0.01_gamma0.50,46,0,85.0,33.65,26.91
optionB_budget0.85_beta0.01_gamma0.50,47,0,91.0,34.59,21.63083333333333
optionB_budget0.90_beta0.01_gamma0.50,0,0,92.0,10.14,12.723333333333334
optionB_budget0.90_beta0.01_gamma0.50,1,0,96.0,9.36,5.970833333333334
optionB_budget0.90_beta0.01_gamma0.50,2,0,98.0,9.06,7.86
optionB_budget0.90_beta0.01_gamma0.50,3,0,100.0,10.08,14.696666666666665
optionB_budget0.90_beta0.01_gamma0.50,4,0,98.0,14.33,34.67416666666667
optionB_budget0.90_beta0.01_gamma0.50,5,0,98.0,19.15,26.945000000000004
optionB_budget0.90_beta0.01_gamma0.50,6,0,96.0,35.55,36.14
