policy,slot_index,scale,carbon_intensity,day_ahead_price,real_time_price
carbonscaler_price_tiebreak_0.05,0,0,92.0,10.14,12.723333333333334
carbonscaler_price_tiebreak_0.05,1,0,96.0,9.36,5.970833333333334
carbonscaler_price_tiebreak_0.05,2,0,98.0,9.06,7.86
carbonscaler_price_tiebreak_0.05,3,0,100.0,10.08,14.696666666666665
carbonscaler_price_tiebreak_0.05,4,0,98.0,14.33,34.67416666666667
carbonscaler_price_tiebreak_0.05,5,0,98.0,19.15,26.945000000000004
carbonscaler_price_tiebreak_0.05,6,0,96.0,35.55,36.14
carbonscaler_price_tiebreak_0.05,7,0,93.0,35.33,32.5175
carbonscaler_price_tiebreak_0.05,8,0,86.0,30.29,33.76916666666666
carbonscaler_price_tiebreak_0.05,9,0,79.0,30.48,14.690833333333332
carbonscaler_price_tiebreak_0.05,10,2,67.0,31.4,11.320833333333333
carbonscaler_price_tiebreak_0.05,11,2,62.0,33.38,13.204166666666666
carbonscaler_price_tiebreak_0.05,12,2,60.0,34.47,2.6
carbonscaler_price_tiebreak_0.05,13,2,63.0,37.07,13.165
carbonscaler_price_tiebreak_0.05,14,2,62.0,36.14,17.45
carbonscaler_price_tiebreak_0.05,15,1,70.0,36.43,31.770833333333332
carbonscaler_price_tiebreak_0.05,16,1,75.0,46.88,55.70666666666667
carbonscaler_price_tiebreak_0.05,17,1,73.0,54.49,60.38666666666666
carbonscaler_price_tiebreak_0.05,18,0,75.0,74.91,244.5533333333333
carbonscaler_price_tiebreak_0.05,19,0,81.0,99.9,97.6475
carbonscaler_price_tiebreak_0.05,20,0,85.0,63.3,122.53583333333334
carbonscaler_price_tiebreak_0.05,21,0,85.0,43.0,28.940833333333334
carbonscaler_price_tiebreak_0.05,22,0,91.0,33.65,26.91
carbonscaler_price_tiebreak_0.05,23,0,95.0,34.59,21.63083333333333
carbonscaler_price_tiebreak_0.05,24,0,92.0,10.14,12.723333333333334
carbonscaler_price_tiebreak_0.05,25,0,92.0,9.36,5.970833333333334
carbonscaler_price_tiebreak_0.05,26,0,96.0,9.06,7.86
carbonscaler_price_tiebreak_0.05,27,0,98.0,10.08,14.696666666666665
carbonscaler_price_tiebreak_0.05,28,0,100.0,14.33,34.67416666666667
carbonscaler_price_tiebreak_0.05,29,0,98.0,19.15,26.945000000000004
carbonscaler_price_tiebreak_0.05,30,0,98.0,35.55,36.14
carbonscaler_price_tiebreak_0.05,31,0,96.0,35.33,32.5175
carbonscaler_price_tiebreak_0.05,32,0,93.0,30.29,33.76916666666666
carbonscaler_price_tiebreak_0.05,33,0,86.0,30.48,14.690833333333332
carbonscaler_price_tiebreak_0.05,34,0,79.0,31.4,11.320833333333333
carbonscaler_price_tiebreak_0.05,35,2,67.0,33.38,13.204166666666666
carbonscaler_price_tiebreak_0.05,36,2,62.0,34.47,2.6
carbonscaler_price_tiebreak_0.05,37,2,60.0,37.07,13.165
carbonscaler_price_tiebreak_0.05,38,2,63.0,36.14,17.45
carbonscaler_price_tiebreak_0.05,39,2,62.0,36.43,31.770833333333332
carbonscaler_price_tiebreak_0.05,40,1,70.0,46.88,55.70666666666667
carbonscaler_price_tiebreak_0.05,41,1,75.0,54.49,60.38666666666666
carbonscaler_price_tiebreak_0.05,42,1,73.0,74.91,244.5533333333333
carbonscaler_price_tiebreak_0.05,43,0,75.0,99.9,97.6475
carbonscaler_price_tiebreak_0.05,44,0,81.0,63.3,122.53583333333334
carbonscaler_price_tiebreak_0.05,45,0,85.0,43.0,28.940833333333334
carbonscaler_price_tiebreak_0.05,46,0,85.0,33.65,26.91
carbonscaler_price_tiebreak_0.05,47,0,91.0,34.59,21.63083333333333
carbonscaler_price_tiebreak_0.20,0,0,92.0,10.14,12.723333333333334
carbonscaler_price_tiebreak_0.20,1,0,96.0,9.36,5.970833333333334
carbonscaler_price_tiebreak_0.20,2,0,98.0,9.06,7.86
carbonscaler_price_tiebreak_0.20,3,0,100.0,10.08,14.696666666666665
carbonscaler_price_tiebreak_0.20,4,0,98.0,14.33,34.67416666666667
carbonscaler_price_tiebreak_0.20,5,0,98.0,19.15,26.945000000000004
carbonscaler_price_tiebreak_0.20,6,0,96.0,35.55,36.14
carbonscaler_price_tiebreak_0.20,7,0,93.0,35.33,32.5175
carbonscaler_price_tiebreak_0.20,8,1,86.0,30.29,33.76916666666666
carbonscaler_price_tiebreak_0.20,9,1,79.0,30.48,14.690833333333332
carbonscaler_price_tiebreak_0.20,10,2,67.0,31.4,11.320833333333333
carbonscaler_price_tiebreak_0.20,11,2,62.0,33.38,13.204166666666666
carbonscaler_price_tiebreak_0.20,12,2,60.0,34.47,2.6
carbonscaler_price_tiebreak_0.20,13,1,63.0,37.07,13.165
carbonscaler_price_tiebreak_0.20,14,2,62.0,36.14,17.45
carbonscaler_price_tiebreak_0.20,15,2,70.0,36.43,31.770833333333332
carbonscaler_price_tiebreak_0.20,16,0,75.0,46.88,55.70666666666667
carbonscaler_price_tiebreak_0.20,17,0,73.0,54.49,60.38666666666666
carbonscaler_price_tiebreak_0.20,18,0,75.0,74.91,244.5533333333333
carbonscaler_price_tiebreak_0.20,19,0,81.0,99.9,97.6475
carbonscaler_price_tiebreak_0.20,20,0,85.0,63.3,122.53583333333334
carbonscaler_price_tiebreak_0.20,21,0,85.0,43.0,28.940833333333334
carbonscaler_price_tiebreak_0.20,22,0,91.0,33.65,26.91
carbonscaler_price_tiebreak_0.20,23,0,95.0,34.59,21.63083333333333
carbonscaler_price_tiebreak_0.20,24,0,92.0,10.14,12.723333333333334
carbonscaler_price_tiebreak_0.20,25,0,92.0,9.36,5.970833333333334
carbonscaler_price_tiebreak_0.20,26,0,96.0,9.06,7.86
carbonscaler_price_tiebreak_0.20,27,0,98.0,10.08,14.696666666666665
carbonscaler_price_tiebreak_0.20,28,0,100.0,14.33,34.67416666666667
carbonscaler_price_tiebreak_0.20,29,0,98.0,19.15,26.945000000000004
carbonscaler_price_tiebreak_0.20,30,0,98.0,35.55,36.14
carbonscaler_price_tiebreak_0.20,31,0,96.0,35.33,32.5175
carbonscaler_price_tiebreak_0.20,32,0,93.0,30.29,33.76916666666666
carbonscaler_price_tiebreak_0.20,33,1,86.0,30.48,14.690833333333332
carbonscaler_price_tiebreak_0.20,34,1,79.0,31.4,11.320833333333333
carbonscaler_price_tiebreak_0.20,35,2,67.0,33.38,13.204166666666666
carbonscaler_price_tiebreak_0.20,36,2,62.0,34.47,2.6
carbonscaler_price_tiebreak_0.20,37,2,60.0,37.07,13.165
carbonscaler_price_tiebreak_0.20,38,2,63.0,36.14,17.45
carbonscaler_price_tiebreak_0.20,39,2,62.0,36.43,31.770833333333332
carbonscaler_price_tiebreak_0.20,40,0,70.0,46.88,55.70666666666667
carbonscaler_price_tiebreak_0.20,41,0,75.0,54.49,60.38666666666666
carbonscaler_price_tiebreak_0.20,42,0,73.0,74.91,244.5533333333333
carbonscaler_price_tiebreak_0.20,43,0,75.0,99.9,97.6475
carbonscaler_price_tiebreak_0.20,44,0,81.0,63.3,122.53583333333334
carbonscaler_price_tiebreak_0.20,45,0,85.0,43.0,28.940833333333334
carbonscaler_price_tiebreak_0.20,46,1,85.0,33.65,26.91
carbonscaler_price_tiebreak_0.20,47,0,91.0,34.59,21.63083333333333
carbonscaler_budget_0.90_b0.01_g0.5,0,0,92.0,10.14,12.723333333333334
carbonscaler_budget_0.90_b0.01_g0.5,1,0,96.0,9.36,5.970833333333334
carbonscaler_budget_0.90_b0.01_g0.5,2,0,98.0,9.06,7.86
carbonscaler_budget_0.90_b0.01_g0.5,3,0,100.0,10.08,14.696666666666665
carbonscaler_budget_0.90_b0.01_g0.5,4,0,98.0,14.33,34.67416666666667
carbonscaler_budget_0.90_b0.01_g0.5,5,0,98.0,19.15,26.945000000000004
carbonscaler_budget_0.90_b0.01_g0.5,6,0,96.0,35.55,36.14
carbonscaler_budget_0.90_b0.01_g0.5,7,0,93.0,35.33,32.5175
carbonscaler_budget_0.90_b0.01_g0.5,8,0,86.0,30.29,33.76916666666666
carbonscaler_budget_0.90_b0.01_g0.5,9,1,79.0,30.48,14.690833333333332
carbonscaler_budget_0.90_b0.01_g0.5,10,1,67.0,31.4,11.320833333333333
carbonscaler_budget_0.90_b0.01_g0.5,11,2,62.0,33.38,13.204166666666666
carbonscaler_budget_0.90_b0.01_g0.5,12,2,60.0,34.47,2.6
carbonscaler_budget_0.90_b0.01_g0.5,13,1,63.0,37.07,13.165
carbonscaler_budget_0.90_b0.01_g0.5,14,2,62.0,36.14,17.45
carbonscaler_budget_0.90_b0.01_g0.5,15,1,70.0,36.43,31.770833333333332
carbonscaler_budget_0.90_b0.01_g0.5,16,1,75.0,46.88,55.70666666666667
carbonscaler_budget_0.90_b0.01_g0.5,17,1,73.0,54.49,60.38666666666666
carbonscaler_budget_0.90_b0.01_g0.5,18,0,75.0,74.91,244.5533333333333
carbonscaler_budget_0.90_b0.01_g0.5,19,0,81.0,99.9,97.6475
carbonscaler_budget_0.90_b0.01_g0.5,20,0,85.0,63.3,122.53583333333334
carbonscaler_budget_0.90_b0.01_g0.5,21,0,85.0,43.0,28.940833333333334
carbonscaler_budget_0.90_b0.01_g0.5,22,0,91.0,33.65,26.91
carbonscaler_budget_0.90_b0.01_g0.5,23,0,95.0,34.59,21.63083333333333
carbonscaler_budget_0.90_b0.01_g0.5,24,0,92.0,10.14,12.723333333333334
carbonscaler_budget_0.90_b0.01_g0.5,25,1,92.0,9.36,5.970833333333334
carbonscaler_budget_0.90_b0.01_g0.5,26,0,96.0,9.06,7.86
carbonscaler_budget_0.90_b0.01_g0.5,27,0,98.0,10.08,14.696666666666665
carbonscaler_budget_0.90_b0.01_g0.5,28,0,100.0,14.33,34.67416666666667
carbonscaler_budget_0.90_b0.01_g0.5,29,0,98.0,19.15,26.945000000000004
carbonscaler_budget_0.90_b0.01_g0.5,30,0,98.0,35.55,36.14
carbonscaler_budget_0.90_b0.01_g0.5,31,0,96.0,35.33,32.5175
carbonscaler_budget_0.90_b0.01_g0.5,32,0,93.0,30.29,33.76916666666666
carbonscaler_budget_0.90_b0.01_g0.5,33,0,86.0,30.48,14.690833333333332
carbonscaler_budget_0.90_b0.01_g0.5,34,1,79.0,31.4,11.320833333333333
carbonscaler_budget_0.90_b0.01_g0.5,35,1,67.0,33.38,13.204166666666666
carbonscaler_budget_0.90_b0.01_g0.5,36,2,62.0,34.47,2.6
carbonscaler_budget_0.90_b0.01_g0.5,37,2,60.0,37.07,13.165
carbonscaler_budget_0.90_b0.01_g0.5,38,2,63.0,36.14,17.45
carbonscaler_budget_0.90_b0.01_g0.5,39,2,62.0,36.43,31.770833333333332
carbonscaler_budget_0.90_b0.01_g0.5,40,1,70.0,46.88,55.70666666666667
carbonscaler_budget_0.90_b0.01_g0.5,41,1,75.0,54.49,60.38666666666666
carbonscaler_budget_0.90_b0.01_g0.5,42,0,73.0,74.91,244.5533333333333
carbonscaler_budget_0.90_b0.01_g0.5,43,0,75.0,99.9,97.6475
carbonscaler_budget_0.90_b0.01_g0.5,44,0,81.0,63.3,122.53583333333334
carbonscaler_budget_0.90_b0.01_g0.5,45,0,85.0,43.0,28.940833333333334
carbonscaler_budget_0.90_b0.01_g0.5,46,0,85.0,33.65,26.91
carbonscaler_budget_0.90_b0.01_g0.5,47,0,91.0,34.59,21.63083333333333
carbonscaler_budget_1.00_b0.01_g0.5,0,0,92.0,10.14,12.723333333333334
carbonscaler_budget_1.00_b0.01_g0.5,1,0,96.0,9.36,5.970833333333334
carbonscaler_budget_1.00_b0.01_g0.5,2,0,98.0,9.06,7.86
carbonscaler_budget_1.00_b0.01_g0.5,3,0,100.0,10.08,14.696666666666665
carbonscaler_budget_1.00_b0.01_g0.5,4,0,98.0,14.33,34.67416666666667
carbonscaler_budget_1.00_b0.01_g0.5,5,0,98.0,19.15,26.945000000000004
carbonscaler_budget_1.00_b0.01_g0.5,6,0,96.0,35.55,36.14
carbonscaler_budget_1.00_b0.01_g0.5,7,0,93.0,35.33,32.5175
carbonscaler_budget_1.00_b0.01_g0.5,8,0,86.0,30.29,33.76916666666666
carbonscaler_budget_1.00_b0.01_g0.5,9,1,79.0,30.48,14.690833333333332
carbonscaler_budget_1.00_b0.01_g0.5,10,1,67.0,31.4,11.320833333333333
carbonscaler_budget_1.00_b0.01_g0.5,11,2,62.0,33.38,13.204166666666666
carbonscaler_budget_1.00_b0.01_g0.5,12,2,60.0,34.47,2.6
carbonscaler_budget_1.00_b0.01_g0.5,13,1,63.0,37.07,13.165
carbonscaler_budget_1.00_b0.01_g0.5,14,2,62.0,36.14,17.45
carbonscaler_budget_1.00_b0.01_g0.5,15,1,70.0,36.43,31.770833333333332
carbonscaler_budget_1.00_b0.01_g0.5,16,1,75.0,46.88,55.70666666666667
carbonscaler_budget_1.00_b0.01_g0.5,17,1,73.0,54.49,60.38666666666666
carbonscaler_budget_1.00_b0.01_g0.5,18,0,75.0,74.91,244.5533333333333
carbonscaler_budget_1.00_b0.01_g0.5,19,0,81.0,99.9,97.6475
carbonscaler_budget_1.00_b0.01_g0.5,20,0,85.0,63.3,122.53583333333334
carbonscaler_budget_1.00_b0.01_g0.5,21,0,85.0,43.0,28.940833333333334
carbonscaler_budget_1.00_b0.01_g0.5,22,0,91.0,33.65,26.91
carbonscaler_budget_1.00_b0.01_g0.5,23,0,95.0,34.59,21.63083333333333
carbonscaler_budget_1.00_b0.01_g0.5,24,0,92.0,10.14,12.723333333333334
carbonscaler_budget_1.00_b0.01_g0.5,25,0,92.0,9.36,5.970833333333334
carbonscaler_budget_1.00_b0.01_g0.5,26,0,96.0,9.06,7.86
carbonscaler_budget_1.00_b0.01_g0.5,27,0,98.0,10.08,14.696666666666665
carbonscaler_budget_1.00_b0.01_g0.5,28,0,100.0,14.33,34.67416666666667
carbonscaler_budget_1.00_b0.01_g0.5,29,0,98.0,19.15,26.945000000000004
carbonscaler_budget_1.00_b0.01_g0.5,30,0,98.0,35.55,36.14
carbonscaler_budget_1.00_b0.01_g0.5,31,0,96.0,35.33,32.5175
carbonscaler_budget_1.00_b0.01_g0.5,32,0,93.0,30.29,33.76916666666666
carbonscaler_budget_1.00_b0.01_g0.5,33,0,86.0,30.48,14.690833333333332
carbonscaler_budget_1.00_b0.01_g0.5,34,1,79.0,31.4,11.320833333333333
carbonscaler_budget_1.00_b0.01_g0.5,35,1,67.0,33.38,13.204166666666666
carbonscaler_budget_1.00_b0.01_g0.5,36,2,62.0,34.47,2.6
carbonscaler_budget_1.00_b0.01_g0.5,37,2,60.0,37.07,13.165
carbonscaler_budget_1.00_b0.01_g0.5,38,2,63.0,36.14,17.45
carbonscaler_budget_1.00_b0.01_g0.5,39,2,62.0,36.43,31.770833333333332
carbonscaler_budget_1.00_b0.01_g0.5,40,1,70.0,46.88,55.70666666666667
carbonscaler_budget_1.00_b0.01_g0.5,41,1,75.0,54.49,60.38666666666666
carbonscaler_budget_1.00_b0.01_g0.5,42,1,73.0,74.91,244.5533333333333
carbonscaler_budget_1.00_b0.01_g0.5,43,0,75.0,99.9,97.6475
carbonscaler_budget_1.00_b0.01_g0.5,44,0,81.0,63.3,122.53583333333334
carbonscaler_budget_1.00_b0.01_g0.5,45,0,85.0,43.0,28.940833333333334
carbonscaler_budget_1.00_b0.01_g0.5,46,0,85.0,33.65,26.91
carbonscaler_budget_1.00_b0.01_g0.5,47,0,91.0,34.59,21.63083333333333
